199_1_Pancreas	199_2_Liver	199_3_Stomach	199_4_Duodenum	199_5_Jejunum	199_6_Ileum	199_7_Colon	199_8_Kidney	199_9_Quadriceps	199_10_Thymus	199_11_Heart	199_12_Esophagus	199_13_Brain	199_14_Pancreas	199_15_Liver	199_16_Stomach	199_17_Duodenum	199_18_Jejunum	199_19_Ileum	199_20_Colon	199_21_Kidney	199_22_Quadriceps	199_23_Thymus	199_24_Heart	199_25_Esophagus	199_26_Brain	199_27_Pancreas	199_28_Liver	199_29_Stomach	199_30_Duodenum	199_31_Jejunum	199_32_Ileum	199_33_Colon	199_34_Kidney	199_35_Quadriceps	199_36_Thymus	199_37_Heart	199_38_Esophagus	199_39_Brain
ENSMUSG00000000001	0.512886746622662	5.92654492768284	5.73340963614171	11.2681210038366	14.9974415354421	18.987661484049	12.9589676880681	7.78262497811278	1.46610880614427	18.0988336867955	17.8746925696985	16.1899611432354	3.74348003371413	1.27886668086207	5.63466008754556	5.38109978663987	10.8309167128727	15.8697378801367	16.2298431706646	14.4841568737517	7.03333273161443	1.39542077647757	18.1724728354612	1.90000136735002	16.1568284212604	3.38170071368286	0.878728991146378	2.16216106519738	5.08651205315623	8.94448033831046	13.9622691856703	14.5397171939159	11.3110507764143	7.06018226744115	1.54642751855696	17.4199599912317	2.09472054089648	10.6344177503338	3.34819375467996
ENSMUSG00000000003	0	0	0	0	0	0	0	0	0	0.0191657257537545	0.0161048340533428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000028	0.0105309130735696	0.111843413810565	0.381710165957613	0.642235184396328	0.692122535066674	1.46415410783993	1.52791322086392	0.264255455467106	0.275474670318608	6.60344433220191	6.24867561269701	0.553009269710656	0.248565073714886	0.00531668271544834	0.112426773719441	0.327929261178204	0.942635854099738	1.50190815282535	1.45615912980412	0.877098711879353	0.276884229340137	0.246634104790406	6.72846460031954	0.288702563227318	0.657881906453402	0.242760221573426	0.038643292663126	0.0372466365606599	0.337712113280964	0.699866247179184	1.08708283032774	1.02282623363583	0.992045584539855	0.143004190490521	0.265119194040562	6.61927940892137	0.266752359954981	0.473103231403172	0.17951187933414
ENSMUSG00000000031	0.0940483523996019	0.00982603635545017	0.112698170163866	0.0133870508773152	0.0227074322528436	0.0345327804977521	0.0133613810466495	0.00469489387885722	58.6805672958874	1.52559176999885	1.58413004051972	262.798545061396	0.38109977096729	0.0761717042886348	0.123845117925321	0.441520955081041	0.133417651694798	0.112843775078673	0.13880995183024	0.108253149681235	0.0410762318251852	67.9612453094498	1.24369390797949	2.35518799043165	375.180486987227	0.237435470950679	0.331444711861322	0.258499082309696	0.132012368105974	0.0575317732628967	0.154973439288976	0.118522117982129	0.219733277400559	0.181898647927567	99.628395712007	1.87773281599524	1.27251763549953	157.098080761992	0.151693482139313
ENSMUSG00000000037	0	0	0.0196124088337117	0.0264308440398275	0.00853799452706921	0.0688866346716817	0.272336384274356	0.0389005492819598	0.0171635308609725	0.466791898358108	0.140969586389001	0.387735558287306	0.154040327372605	0	0.003366947650452	0.0477749055677752	0.0813147275374185	0.0824688119124474	0.0867364351231147	0.108253149681235	0.0234962807559702	0.0192093322228967	0.145830908326444	0.0309207931303215	0.374438966180365	0.0837438052486594	0	0	0.0188775082597301	0.0216132877933585	0.129842611296169	0.026192733255719	0.422155428201969	0.0377209177729979	0.0368558147321834	0.107689363296966	0.0605636735612075	0.223384281701848	0.13029471506637
ENSMUSG00000000049	0.123555762298812	279.254508216547	0.046542880665077	0.122371375327253	0.224349430658095	0.191451166490128	0.174287426299678	0.639511616212909	0.0890787251684472	0.0562194622110131	0.0612820308783045	0.0627163218665308	0.226559312661657	0.0255609745935016	184.830787106987	0.0493625912512965	0.158017065067462	0.121972002351425	0.111111272730705	0.129063719902142	0.535512355646859	0.0420204142375866	0	0	0.0745392978177045	0.0859221123216014	0.0567201270461569	90.0428158130558	0	0.123771058154772	0.0904011729185695	0.262320223556026	0	0.269578825684358	0.0652181083738225	0.0285296447540471	0.0137799369619601	0	0.060867604118596
ENSMUSG00000000056	0.146390118369225	2.05725411165506	2.18707630747876	2.07859709198929	3.3274562926027	3.06679719031851	3.63272371750671	3.23276978515597	11.5141546780834	8.42546599385883	7.18212852672388	3.04145566984954	5.03781888839043	0.234138527276475	1.71597218950427	2.15506681278687	2.63726210866107	2.59210177900383	2.36641686409797	2.39359742072953	2.86282741642525	9.18566255233643	7.03603148771058	6.87710987421646	3.07295515574703	5.31119671207105	0.21096856414687	1.11702786788398	2.1905720964015	2.65998931137398	2.72983619071866	1.49403350490621	3.85192238565832	3.33419383408614	8.54417887704864	8.12110401833336	7.9566376754429	2.16091604409685	4.88200982565286
ENSMUSG00000000058	0.191746031111827	0.987661154257381	1.97294978416742	0.320431076768558	0.662875362325012	1.00073492913952	2.77012867640684	5.98967854073349	3.8015504503968	0.8620317539022	0.555721351684829	5.50912371411167	5.06882700623817	1.01241908169941	1.39625855173962	1.83666366570979	2.51392338327868	1.89158902743455	1.82383931007965	3.54657938003284	5.61510398670372	3.02872855110833	0.804342148758036	7.52465637877198	5.38212451956978	5.12870298618235	0.906980810152193	1.25512503200922	2.97444435317278	0.962335526281264	0.946070962145879	1.64608232145566	3.9679856208117	6.35320844411345	6.2466814220564	0.807871137718474	7.76644052083215	12.7999377573676	6.11006129156125
ENSMUSG00000000078	0.235433680397229	0.611959764196051	3.88881867695313	7.7377154070882	9.62577136170943	15.0883201089842	15.7002122025064	1.92121764514093	2.32342717264985	5.94648584386488	5.88851296023135	9.16325494164823	3.0180401153571	0.514389052719627	0.583506666726159	3.35030546235408	6.40336396431218	12.3130342915691	12.9511109561111	13.1205872176258	1.63510448742805	1.30228981757549	5.15138388491953	3.39103456029742	9.34780877203742	3.1706469617267	0.903625230117019	0.635543938124749	4.72315256658446	6.71286950082642	9.94727037454174	10.2200116253827	14.6924252663321	1.93851987648522	1.91604735601512	5.34087004575235	4.32860143284091	7.56983586096822	3.1487096927444
ENSMUSG00000000085	0.270362946532337	0.333073732342833	3.30205638580127	1.93065301690922	1.07051918612806	2.86783111822783	7.05107586557379	2.57950883686927	4.18549863575675	7.92630531422772	9.12119237748416	6.19290318686318	8.15588519035312	0.0681966802154623	0.392322595791798	2.84715343573998	4.08076935170978	2.57510439028905	2.29503341110431	4.8652822104531	2.36129169697948	4.62790545866448	7.39379229963891	5.24725859421556	5.01891485020351	6.97566534991796	0.172000537931953	0.0700385258914735	2.9864218066893	1.93151266884244	2.12146072972612	1.4390287650692	6.38524838956557	2.06090329859317	2.9862310134237	8.37706716915488	5.73109279474707	4.22385975689496	7.63317797899768
ENSMUSG00000000088	5.13470638832682	63.2408034852812	64.0646652616191	77.1286354853647	81.8693762444025	63.0620460522862	91.1739379534837	88.7921804838872	117.016834162704	35.2962394056393	37.1758132984073	43.369766274092	42.8154589801224	8.66598833838404	54.6120372793597	54.6465535411173	71.6486955452972	74.0717871208888	80.4891958999225	90.7293130965926	80.5814245615504	114.12761658118	37.0199816601728	197.860527830763	43.3667698617747	46.3260565202577	9.08550355652516	47.146198592186	75.1996607651878	96.6400068316648	68.6525355264611	103.001090036787	88.5985426517911	77.4824533732532	128.858848545115	37.5976517000271	172.429542063757	80.1349214542653	48.803692535106
ENSMUSG00000000093	0.0405596553031542	0.0575112127863113	0.445962759077012	0.651503142696008	0.651430816469578	0.584373373604448	0.786946045468108	2.89976766931989	0.190171921939575	0.169936101683289	0.140969586389001	3.93054054883282	0.239812782386897	0.00511219491870032	0.0980806489479495	0.579793944609526	0.544091191610668	0.530696247650329	0.47594244601315	0.74402561606309	3.58428156222727	0.187977036752632	0.142319399202436	0.438424298384664	3.61583357413883	0.191933056538113	0.00465451424233731	0.0120030689248638	0.298655199640143	0.457766325637751	0.709945890796797	0.217530649688747	0.874998762647883	3.12614201650263	0.15940519046718	0.10568023338471	0.417991421179457	2.32279138096076	0.0991476207713067
ENSMUSG00000000094	0.0031279939822484	0	0.125870683559642	0.0221401226047906	0.0208908376726162	0.0384691596218482	0.0300631073549614	0	0.160135742932873	0	0	0.24400271121325	0.0320083797137881	0	0	0.0879000528422209	0.0351908274636727	0.0204598197492713	0.0215258306144956	0.0339842339387298	0	0.155732800521341	0.00433774656495089	0	0.454786520970877	0.00387254590745246	0	0	0.0932158338894257	0.031098255817782	0.0176264835227327	0.0142750396243669	0.0851786115617206	0.00268237637496874	0.137868047701871	0.00763469366657598	0.00272196285668348	0.647317188938166	0.0202099466800026
ENSMUSG00000000103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000120	0	0.139587516461248	0.0709852110772401	0.0506305129334358	0.0833816912324419	0.271789085886453	0.180575135027513	0.0853464637263688	0.0861609249220819	0.326669147847326	0.368528800025845	0.433867320876061	0.394103175226016	0	0.223682435212637	0.189800606711856	0.234036085559377	0.363555258621667	0.393321243213394	0.560739859989042	0.0818143876682702	0.0749506980482667	0.321819483247309	0.0442655564813024	0.402899425347125	0.344172517524837	0.00974200655372924	0.110254993938698	0.0860553997219419	0.200739241303783	0.264048213563312	0.177848658806332	0.599201041147808	0.093044930506728	0.0624880480232904	0.222209768295606	0.0452526324923629	0.562972587932852	0.312897527422157
